N,Código,Tipo de muestra,x,y,Zona,Hoja,Nombre del proyecto,Año del proyecto ,N° Boletín,Serie,Año de Publicación,Región,Reporte,Laboratorio,Análisis,Geología,Au_g/Tm,Hg_ppb,Ag _ppm,Ba_ppm,Co_ppm,Cr_ppm,Cu_ppm,La _ppm,Li_ppm,Ni_ppm,Pb_ppm,Sc_ppm,Rb_ppm,Sr_ppm,V_ppm,Zn_ppm,As_ppm,Bi_ppm,Cd_ppm,Mo_ppm,Sb_ppm,Tl_2_ppm,W_2_ppm,Al_pct,Ca_pct,Fe_pct,K_pct,Mg_pct,Mn_pct,Na_pct,P_pct,Si_pct,Ti_pct,Y_ppm,Zr_ppm,Be_ppm,Ce_ppm,Cs_ppm,Dy_ppm,Er_ppm,Eu_ppm,Ga_ppm,Gd_ppm,Hf_ppm,Ho_ppm,In_ppm,Lu_ppm,Nb_ppm,Nd_ppm,Pr_ppm,Sm_ppm,Ta_ppm,Tb_ppm,Th_ppm,Tm_ppm,U_ppm,W_1_ppm,Yb_ppm
96,23l-RGQ24-002,Rocas,436952,8738977,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Brecha hidrotermal, textura de reemplazamiento polimíctica, matriz soportada, cemento de sílice-, goethita+++, magnetita++, hematita+, jarosita+; fragmentos de esquistos y tobas con alteración argílica moderada a fuerte. Forma subredondeados a subangulosos, ø > 10, ø ? 4, ø < 1.5 cm. N 100°/55°NE. Ancho 2.5 m.",<0.027,96,<0.5,895,44,114,12,3.1,93.67,41,<5,20,94,202,167,53,14,<10,<1,<2,7,0.6,<5,9.18,0.02,9.66,2.9,0.31,1.02,0.29,0.05,25.57,0.87,48,428,1.7,119.7,7.47,8.1,4.7,2.5,27.2,9.7,10,1.6,<0.2,0.61,21.3,56.6,14.5,11.2,1.6,1.3,18.4,0.7,2.3,1,4.4
97,23l-RGQ24-003,Rocas,436967,8738977,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Cuerpo de brecha hidrotermal, textura de reemplazamiento polimíctica, matriz soportada, cemento de sílice-, goethita+++, hematita+, jarosita++; fragmentos de tobas y esquistos argilizados. ø > 10, ø ? 4, ø < 1.5 cm, forma subredondeada cortado con veta sil - baritina, textura bandeada. N 280° - 27°S/75°N. Ancho 30 cm.",<0.027,148,<0.5,>100000,8,24,5,<2,51.529,12,<5,<5,<2,1095,19,5,<5,<10,<1,<2,<2,<0.5,<5,0.63,0.02,2.98,<0.01,0.02,0.31,0.02,0.01,2.02,0.09,<5,14,<0.6,3.2,0.17,0.2,0.1,3.3,2.5,0.3,0.3,<0.1,<0.2,<0.15,0.8,1.9,0.4,0.4,<0.5,<0.1,<0.2,<0.1,<0.1,<1,0.1
98,23l-RGQ24-010b,Rocas,435238,8741049,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Afloramiento de cuerpo peridotítico que corta a los esquistos micáceos - cloríticos, que deja halos de serpentinización a los bordes del contacto cortado por vetillas de magnetita masiva. Esquistosidad N 165°/63°SW.",<0.027,<10,<0.5,46,116,284,9,12.4,4.589,827,<5,33,<2,3,147,84,<5,<10,<1,<2,<2,<0.5,<5,4.14,1.72,9.29,<0.01,16.95,0.34,<0.01,0.08,15.39,0.89,200,42,<0.6,45.1,0.09,30.3,20.5,1.6,10.7,23.8,19.2,6.6,<0.2,2.69,5.1,45.7,8.1,16.3,0.5,4.1,1.8,2.9,0.3,<1,18.6
99,23l-RGQ24-011a,Rocas,435274,8740945,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Peridotita gris oscura,  de tonalidad melanócrata y textura afanítica, que se altera a serpentinita. Al estar en contacto con los esquistos deja un halo de serpentinita que pasa a esquistos micáceos con talco. Esquistosidad N 150°/65°SW.",<0.027,<10,<0.5,13,108,1208,6,<2,<2,1951,<5,13,<2,<2,128,34,<5,<10,<1,<2,<2,<0.5,<5,0.78,0.01,6.99,<0.01,20.95,0.06,<0.01,0.02,18.24,0.08,6,9,<0.6,0.6,<0.05,0.5,0.4,<0.1,2.3,0.4,<0.2,0.1,<0.2,<0.15,<0.5,0.8,0.1,0.3,<0.5,<0.1,<0.2,<0.1,<0.1,<1,0.4
100,23l-RGQ24-014,Rocas,437119,8738834,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Veta de cuarzo con baritina, textura de reemplazamiento a bandeado, cortada por venillas de goethita, jarosita con parches y diss oxidos, covelina - malaquita. Roca caja tb cristales, alteración propilítica moderada. N 200°/60°SE. Ancho 0.20 m.",<0.027,353,<0.5,200,18,63,28,2.2,28.289,39,<5,9,<2,19,56,27,7,<10,<1,<2,<2,<0.5,<5,1.31,0.01,2.28,0.11,0.23,0.27,0.09,0.03,42.01,0.15,11,21,<0.6,13.5,0.65,1.7,0.8,0.6,3.7,1.9,0.4,0.3,<0.2,<0.15,1.9,4.7,1,1.5,<0.5,0.3,0.3,0.1,0.1,4,0.7
101,23l-RGQ24-021,Rocas,437478,8738820,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Estructura cuarzo - baritina, textura bandeada a crustiforme, cavidades rellenadas con goethita-jarosita con halos de venillas sil - magnetita - goethita. Labor 3, esta veta se encuentra alojasa en la brecha hidrotermal polimíctica, matriz soportada-cemento, goethita-magnetita-silice. N 210°/65°SE. Ancho 35 cm.",<0.027,1839,<0.5,>100000,14,13,136,<2,2.262,32,<5,<5,<2,1791,21,3,<5,<10,<1,<2,4,<0.5,<5,0.12,<0.01,10.02,<0.01,0.05,0.42,<0.01,0.02,1.34,0.01,<5,8,<0.6,<0.5,0.16,0.3,0.2,4.3,0.6,0.4,<0.2,<0.1,0.4,<0.15,<0.5,0.3,<0.1,0.2,<0.5,<0.1,<0.2,<0.1,<0.1,<1,0.2
102,23l-RGQ24-023,Rocas,437405,8738757,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Estructura mineralizada con baritina y óxidos de hierro, textura bandeada. Veta N 190°/65°SE.",<0.027,4752,<0.5,>100000,11,72,22,<2,23.945,40,<5,<5,<2,957,16,8,6,<10,<1,<2,8,<0.5,<5,0.24,<0.01,5.58,0.02,0.02,0.19,<0.01,0.02,3.15,0.01,<5,<5,<0.6,<0.5,0.25,0.2,0.2,2.7,0.3,0.3,<0.2,<0.1,<0.2,<0.15,<0.5,0.4,<0.1,0.1,<0.5,<0.1,<0.2,<0.1,<0.1,<1,0.2
103,23m-RGQ24-001,Rocas,464786,8769007,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Mármol blanco intercalado con hornfels de color gris verdoso. Estos marmoles presentan skarnoides conformados por nódulos irregulares de epidota-granate, este último diseminadamente. Además, se observa la presencia de magnetita y venillas de calcita.",<0.027,17,17.3,246,21,29,34,19,24.783,9,17102,<5,<2,58,21,16399,21,24,54,14,4,<0.5,202,1.84,20.83,12.54,<0.01,1.74,0.23,0.02,0.04,18.43,0.09,39,65,20.1,85.1,0.98,6.5,3.6,3.1,9.6,7,0.4,1.2,3.9,0.27,5,51.2,13.3,8.8,<0.5,1,5.2,0.4,4.6,243,2.2
104,23m-RGQ24-002,Rocas,464786,8769007,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Veta masiva de esfalerita, textura de reemplazamiento, esfalerita engloba a los fragmentos irregulares de epídota-granates (dise), O q pasa o son rodeados por sphz (con diss de gn todas estas son cortadas por venillas de calcita N86°E/85°SE / N260°/85°SE.",<0.027,56,18.4,66,38,26,143,42.5,94.934,12,17149,<5,<2,87,16,27274,131,22,87,12,132,<0.5,209,4.69,14.63,7.05,0.03,2.16,0.56,0.01,0.05,21.16,0.05,30,52,788.4,88.6,0.58,4.2,2.3,2.4,13.6,5,0.8,0.8,5.9,0.29,3.6,35.8,10.1,5.6,<0.5,0.7,3.8,0.3,5.7,209,2
105,23m-RGQ24-003,Rocas,464839,8769026,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III","Sienogranito de tonalidad rojiza y textura granítica - inequigranular. Presenta feldespatos (40%), plagioclasas (10%) hipidiomorfos y cuarzo (35%) xenomórfico.",na,na,<0.5,1381,<1,3,8,181.1,3.176,<5,21,19,292,177,<10,33,12,<10,<1,4,<2,2,21,8.39,0.28,2.4,4.95,0.12,0.02,2.87,0.03,30.09,0.37,45,401,3.9,215.2,2.77,7.9,4.5,2.7,23.7,12.3,7.6,1.5,0.3,0.68,33.8,94.7,25.7,15.7,2.1,1.5,16,0.6,5.1,21,4.4
106,23m-RGQ24-009,Rocas,465287,8772273,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III, IV, V",Estructura de vetillas conformadas por veta de cuarzo blanco masivo cortado por venillas qzs drusico con oquedades rellenadas con especularita. Vetillas y venillas dispuestas en forma subparalela espaciadas cada 30 cm.,<0.027,<10,<0.5,160,<1,13,3,23.2,52.065,<5,<5,<5,244,22,<10,11,<5,<10,<1,<2,<2,1.4,<5,2.63,<0.01,0.62,1.76,0.04,<0.01,0.17,<0.01,41.45,0.03,39,103,2.7,28,3.43,5,3.5,0.2,8.1,3.7,2.5,1.1,<0.2,0.47,22.3,12.6,3.4,3.3,2.3,0.7,15.2,0.5,3.4,2,3.4
107,23m-RGQ24-012,Rocas,447807,8746229,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III","Roca ultrabásica gris verdosa, tonalidad melanócrata, textura afanítica, cristales subhedrales de biotita, anfíboles, magnetita; se altera a serpentinita. N 230°/65°NO.",na,na,2.1,18,86,2571,4,<2,<2,2078,<5,8,<2,<2,28,11,57,<10,<1,<2,<2,<0.5,<5,0.46,<0.01,4.4,0.01,21.45,0.02,<0.01,<0.01,19.87,<0.01,<5,7,<0.6,0.8,0.11,0.1,<0.1,<0.1,0.5,<0.1,<0.2,<0.1,<0.2,<0.15,<0.5,0.4,0.1,0.1,<0.5,<0.1,<0.2,<0.1,<0.1,<1,<0.1
108,23m-RGQ24-014,Rocas,447853,8746222,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III","Serpentinita color gris verdoso, textura lepidoblástica conformada por serpentina, magnetita, talco y carbonatos; protolito? peridotitas. Muestra de roca tomada en cancha de mineral, con presencia de roca metamórfica, serpentina y óxidos de hierro oscuros, además de cloritas y epídotas.",na,na,17.9,9,135,2094,6,<2,2.115,2260,<5,8,<2,<2,29,17,72,<10,<1,<2,<2,<0.5,<5,0.5,<0.01,4.55,<0.01,21.79,0.04,<0.01,<0.01,20.13,<0.01,<5,<5,<0.6,0.7,0.15,0.1,<0.1,<0.1,0.8,<0.1,<0.2,<0.1,<0.2,<0.15,<0.5,0.5,0.1,0.1,<0.5,<0.1,0.2,<0.1,0.5,<1,<0.1
109,22m-RGQ24-001,Rocas,469279,8795257,18,22-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III","Monzogranito gris blanquecino con tinciones rojizas, tonalidad leucócrata, textura granítica-fanerítica inequigranular, plagioclasas (30%) y feldespatos (35%) subhedrales, cuarzo (30%) anhedral, anfíboles oxidados subhedrales.",na,na,<0.5,56,4,17,4,9,8.156,10,8,<5,164,16,<10,2,<5,<10,<1,<2,<2,1.3,6,7.51,0.41,1.18,4.48,0.11,0.02,2.81,0.02,32.78,0.15,48,257,5.8,159.6,8.32,7.4,4.6,0.6,24.8,7.9,7.7,1.4,<0.2,0.74,43.9,47.9,14.2,9.1,7.5,1.2,58,0.7,6.1,5,5.3
110,23l-RGQ24-006,Rocas,437346,8738924,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Brecha hidrotermal polimíctica, matriz soportada-cemento sil - oxidos gohetita+++, magnetita++, jarosita+, frag Tb crist y esq intensamente argilizados, forma de clastos subangulosos - subredondeados, ø > 16 cm, ø ? 10 - 6, ø < 1.5 cm. N 300°/70°NE. Ancho 2.5
m.",<0.027,246,<0.5,4339,45,204,7,<2,97.457,232,<5,40,106,171,270,36,14,<10,<1,<2,12,<0.5,<5,7.8,0.03,11.93,1.59,0.09,1.5,0.62,0.03,24.21,0.79,32,87,1.3,8.9,16.45,5.3,3.5,1.3,20.9,4.1,2.2,1.1,0.2,0.43,1.9,8,1.5,2.7,<0.5,0.7,0.3,0.5,0.2,<1,3.1
111,23l-RGQ24-010a,Rocas,435238,8741049,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Afloramiento de cuerpo peridotítico que corta a los esquistos micáceos - cloríticos, que deja halos de serpentinización a los bordes del contacto cortado por vetillas de magnetita masiva. Esquistosidad N 165°/63° SW.",<0.027,<10,<0.5,240,112,1966,6,4.5,3.086,1670,<5,23,<2,7,168,91,<5,<10,<1,<2,<2,<0.5,<5,2.93,1.01,7.37,<0.01,18.21,0.34,<0.01,0.11,17.11,0.78,51,88,<0.6,13.7,0.12,8.3,5.3,0.8,8.7,7.6,3.9,1.7,<0.2,0.67,2.8,14.8,2.5,5.5,<0.5,1.2,<0.2,0.7,<0.1,<1,4.6
112,23l-RGQ24-010c,Rocas,435238,8741049,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Afloramiento de cuerpo peridotítico que corta a los esquistos micáceos - cloríticos, que deja halos de serpentinización a los bordes del contacto cortado por vetillas de magnetita masiva. Esquistosidad N 165°/63° SW.",<0.027,<10,<0.5,24,117,6796,7,<2,<2,2880,<5,9,<2,<2,86,118,<5,<10,<1,<2,<2,<0.5,<5,1.25,0.06,7.24,0.03,21.19,0.22,<0.01,0.02,17.27,0.26,7,<5,<0.6,3.6,<0.05,1.1,0.6,0.1,5,0.9,<0.2,0.2,<0.2,<0.15,<0.5,2.6,0.5,0.7,<0.5,0.1,<0.2,<0.1,<0.1,<1,0.6
113,23l-RGQ24-011,Rocas,435265,8740956,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III","Peridotita gris oscura de tonalidad melanócrata, con presencia de biotita, diseminación de anfíboles, carbonatos y parches de magnetita. Esta roca se altera a serpentinita con fuerte intensidad. Esquistosidad N 140°/60°SW.",na,na,<0.5,17,118,2058,8,<2,<2,2173,<5,11,<2,<2,63,45,<5,<10,<1,<2,<2,<0.5,<5,1.09,0.24,5.56,<0.01,21.89,0.09,<0.01,<0.01,18.4,0.16,10,23,<0.6,2.3,0.06,1.4,1,0.2,4.6,1.2,0.4,0.3,<0.2,<0.15,<0.5,2.3,0.4,0.8,<0.5,0.2,<0.2,0.1,<0.1,<1,1
114,23l-RGQ24-013,Rocas,437074,8738892,18,23-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Brecha hidrotermal polimíctica, matriz soportada-cemento sil - gohetita-magnetita con frag tb, esq, argilizando moderado a fuerte, forma subangulosos - subredondeados ø > 10 cm, ø ? 4 - 6, ø < 1.5 cm. N 305°. Ancho 3.5 m.",<0.027,377,<0.5,3016,76,1740,123,<2,63.471,280,<5,17,29,80,121,115,408,<10,<1,<2,18,<0.5,<5,5.47,0.02,26.81,0.83,0.11,2.58,0.56,0.05,15.34,0.65,28,78,1,7.8,11.43,4.4,2.4,1,19.7,3.8,2,0.8,0.5,0.26,4.6,6.3,1.2,2.2,0.6,0.7,0.3,0.3,0.5,<1,1.8
115,23m-RGQ24-004,Rocas,467685,8770465,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Veta de sílice gris con parches de goethita+++, jarosita++, hematita+, textura reemplazamiento N250° /75°NO, ancho 0.10 cm. Roca caja sienogranito color rojizo, tonalidad mesocrata, Felds K (45%), Plag (10%) subhedrales, Qz (30%) anhedral.",<0.027,48,<0.5,228,3,3,4,493.4,24.414,<5,14,<5,573,7,<10,37,11,<10,<1,<2,<2,3.5,6,8.92,0.02,2.55,4.9,0.2,0.08,0.09,<0.01,30.44,0.05,359,308,27.4,154.4,11.77,43.5,24,1.3,44.7,49.2,9.7,8.2,0.2,2.47,97.6,261.6,76.4,55.4,7.3,7.1,66.7,3.2,16.2,6,19.1
116,23m-RGQ24-005,Rocas,467588,8770547,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III","Sienogranito rojizo de tonalidad mesócrata. Contiene feldespatos (45%), plagioclasas (10%) hipidiomórficas y cuarzo (30%) xenomórfica con débil alteración argílica con arcillas verdes y fracturas tapizadas con óxidos de hierro",na,na,<0.5,228,<1,3,2,412.6,13.585,<5,13,<5,715,5,<10,12,<5,<10,<1,<2,<2,2.3,<5,11.89,0.01,1.59,6.86,0.05,<0.01,0.69,<0.01,28,0.08,164,376,8.6,240.9,5.23,24.3,13.6,1.1,50.7,33.4,11.2,4.4,<0.2,1.78,131.5,254.9,70.8,50.8,10.6,4.3,97.5,2,27,4,13.6
117,23m-RGQ24-007,Rocas,466862,8770626,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III, IV, V","Venillas de cuarzo blanco masivo con parches de gohetita++, jarosita+, hematita++, cortada por venillas de Qz textura bandeada crustiforme, sustura y oquedades rellenadas por especularita. Roca caja sienogranito color rojizo, textura granítrica-fanerítica inequigranular. Vetilla N300°/72°NE Ancho.",<0.027,42,<0.5,320,<1,5,5,508.7,21.123,<5,11,<5,593,20,<10,50,<5,<10,<1,<2,<2,2.7,6,7.98,0.01,1.48,5.52,0.19,<0.01,0.41,<0.01,32.47,0.03,87,207,4.4,79.3,8.47,11.9,7.2,0.8,31.8,16.8,5.7,2.3,<0.2,0.86,40.5,183.3,55.1,25.1,3,2.1,28.8,1,8.4,6,6.6
118,23m-RGQ24-010,Rocas,448079,8745002,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III","Roca metamórfica de textura foliada color gris claro, con lentes de cuarzo hialino. Posiblemente esquistos con cuarzo.",na,na,<0.5,689,17,106,20,88.8,49.776,41,18,21,173,118,151,90,<5,<10,<1,<2,<2,0.6,<5,10.3,0.39,4.83,2.94,1.46,0.05,1.37,0.05,26.99,0.59,63,540,3.2,154.5,4.91,10.3,5.9,2.3,25.5,12.5,13.6,2,<0.2,0.82,19.5,69.1,18,13.8,1.7,1.7,28.9,0.9,5.4,2,5.8
119,23m-RGQ24-011,Rocas,447989,8746102,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III",Roca metamórfica color gris claro y de textura foliada con lentes de cuarzo. Posiblemente esquistos cloritizados. Veta de cuarzo S30°E/45°SW.,na,na,<0.5,923,19,212,5,85.9,76.458,145,18,21,138,102,159,95,<5,<10,<1,2,<2,0.6,<5,10.03,0.39,5.62,2.55,2.39,0.04,1.25,0.05,25.92,0.61,63,427,2.6,147.4,4.65,9.9,5.7,2.5,26.1,12.1,10.4,1.9,<0.2,0.76,21.5,67,17.6,13.2,1.8,1.7,26.4,0.8,5.7,2,5.3
120,23m-RGQ24-015,Rocas,447683,8746095,18,23-m,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Junín,089-2024,INGEMMET,"I, IIa, IIb, III","Peridotita gris oscura, tonalidad melanócrata afanítica con cristales de biotita, anfíboles, magnetita diseminada (?) y carbonatos; los ferromagnesianos se alteran a serpentina. N 340°/75°NE.",na,na,<0.5,116,41,349,74,52.6,36.025,58,69,37,<2,1005,292,181,<5,<10,<1,<2,<2,<0.5,<5,7.07,8.52,8.63,0.23,5.39,0.17,1.83,0.25,20.37,1.36,25,68,1.2,75.5,2.26,4.5,2.1,2,15.4,6.3,2.7,0.8,<0.2,0.24,34.6,34.8,8.8,7,1.7,0.8,6.3,0.3,2,<1,1.7
121,20l-RGQ24-001,Rocas,408780,8904602,18,20-l,"GE36A9-T02: MAGMATISMO Y GEOQUÍMICA DEL BATOLITO DE LA COORDILLERA ORIENTAL DEL PERÚ CENTRAL, SU RELACIÓN CON ELEMENTOS ESTRATÉGICOS Y ÁREAS DE INTERÉS PROSPECTIVO",2024,No elaborado,No elaborado,No elaborado,Huánuco,118-2024,INGEMMET,"I, IIa, IIb, III","Gneis, probablemente de protolito ígneo; el bandeamiento no está bien desarrollado, pero se identifican bandas claras discontinuas. Afloramiento fuertemente fracturado.",na,na,<0.5,255,28,45,28,21,15,17,8,37,22,272,225,119,<5,<10,<1,<2,<2,<0.5,<5,8.24,5.1,7.94,0.63,2.71,0.16,1.68,0.1,24.83,0.76,30,165,1.5,48.4,0.59,5.9,3.4,1.6,21.3,6.2,4.2,1.2,<0.2,0.48,11.2,27.7,6.5,6.1,0.8,0.9,3.1,0.5,0.9,<1,3.2
